date,sku,units_sold,revenue_usd
2026-09-09,SKU-1148,4,297.44
2026-09-10,SKU-1002,7,157.5
2026-09-10,SKU-1010,3,126.0
2026-09-10,SKU-1013,4,302.4
2026-09-10,SKU-1016,3,280.92
2026-09-10,SKU-1020,3,229.95
2026-09-10,SKU-1022,2,82.88
2026-09-10,SKU-1023,5,212.45
2026-09-10,SKU-1030,6,261.24
2026-09-10,SKU-1030,8,348.32
2026-09-10,SKU-1036,7,765.17
2026-09-10,SKU-1038,5,236.55
2026-09-10,SKU-1038,4,189.24
2026-09-10,SKU-1039,8,271.92
2026-09-10,SKU-1044,4,61.08
2026-09-10,SKU-1044,2,30.54
2026-09-10,SKU-1046,5,353.2
2026-09-10,SKU-1047,6,196.08
2026-09-10,SKU-1047,8,261.44
2026-09-10,SKU-1048,3,250.23
2026-09-10,SKU-1053,5,254.0
2026-09-10,SKU-1055,3,107.19
2026-09-10,SKU-1068,4,262.96
2026-09-10,SKU-1072,3,106.38
2026-09-10,SKU-1072,1,35.46
2026-09-10,SKU-1072,4,141.84
2026-09-10,SKU-1073,4,147.52
2026-09-10,SKU-1075,3,140.4
2026-09-10,SKU-1076,3,257.04
2026-09-10,SKU-1081,1,32.9
2026-09-10,SKU-1091,5,162.25
2026-09-10,SKU-1096,2,68.32
2026-09-10,SKU-1113,5,374.0
2026-09-10,SKU-1124,5,158.2
2026-09-10,SKU-1124,4,126.56
2026-09-10,SKU-1125,1,47.42
2026-09-10,SKU-1129,7,206.43
2026-09-10,SKU-1130,1,77.69
2026-09-10,SKU-1135,5,310.6
2026-09-10,SKU-1142,2,45.76
2026-09-10,SKU-1148,5,371.8
2026-09-11,SKU-1002,3,67.5
2026-09-11,SKU-1003,4,232.0
2026-09-11,SKU-1004,3,59.97
2026-09-11,SKU-1005,1,27.75
2026-09-11,SKU-1005,2,55.5
2026-09-11,SKU-1008,2,129.0
2026-09-11,SKU-1008,7,451.5
2026-09-11,SKU-1010,1,42.0
2026-09-11,SKU-1014,4,52.28
2026-09-11,SKU-1018,5,151.8
2026-09-11,SKU-1019,1,20.99
2026-09-11,SKU-1023,3,127.47
2026-09-11,SKU-1024,6,135.3
2026-09-11,SKU-1027,6,144.6
2026-09-11,SKU-1028,2,155.32
2026-09-11,SKU-1030,8,348.32
2026-09-11,SKU-1030,7,304.78
2026-09-11,SKU-1032,2,71.18
2026-09-11,SKU-1042,7,311.71
2026-09-11,SKU-1042,3,133.59
2026-09-11,SKU-1044,5,76.35
2026-09-11,SKU-1060,2,139.48
2026-09-11,SKU-1062,5,84.55
2026-09-11,SKU-1065,4,118.4
2026-09-11,SKU-1067,4,148.6
2026-09-11,SKU-1070,6,255.54
2026-09-11,SKU-1075,2,93.6
2026-09-11,SKU-1077,3,87.72
2026-09-11,SKU-1088,5,383.4
2026-09-11,SKU-1093,3,284.19
2026-09-11,SKU-1109,5,98.05
2026-09-11,SKU-1110,4,215.52
2026-09-11,SKU-1114,2,88.06
2026-09-11,SKU-1114,7,308.21
2026-09-11,SKU-1114,6,264.18
2026-09-11,SKU-1115,4,138.12
2026-09-11,SKU-1115,3,103.59
2026-09-11,SKU-1129,6,176.94
2026-09-11,SKU-1133,6,521.04
2026-09-11,SKU-1134,1,17.73
2026-09-11,SKU-1140,1,45.98
2026-09-11,SKU-1141,6,316.5
2026-09-11,SKU-1142,3,68.64
2026-09-11,SKU-1144,2,48.88
2026-09-11,SKU-1147,5,179.25
2026-09-12,SKU-1003,3,174.0
2026-09-12,SKU-1004,2,39.98
2026-09-12,SKU-1005,3,83.25
2026-09-12,SKU-1006,3,267.0
2026-09-12,SKU-1009,5,71.25
2026-09-12,SKU-1015,1,49.69
2026-09-12,SKU-1016,3,280.92
2026-09-12,SKU-1017,4,114.32
2026-09-12,SKU-1023,3,127.47
2026-09-12,SKU-1024,5,112.75
2026-09-12,SKU-1030,2,87.08
2026-09-12,SKU-1034,4,181.24
2026-09-12,SKU-1035,4,213.96
2026-09-12,SKU-1038,5,236.55
2026-09-12,SKU-1039,5,169.95
2026-09-12,SKU-1047,3,98.04
2026-09-12,SKU-1049,4,110.76
2026-09-12,SKU-1055,1,35.73
2026-09-12,SKU-1071,4,159.08
2026-09-12,SKU-1075,2,93.6
2026-09-12,SKU-1085,2,84.76
2026-09-12,SKU-1092,3,71.1
2026-09-12,SKU-1094,2,59.04
2026-09-12,SKU-1099,3,35.34
2026-09-12,SKU-1099,2,23.56
2026-09-12,SKU-1102,2,70.12
2026-09-12,SKU-1106,1,58.3
2026-09-12,SKU-1109,5,98.05
2026-09-12,SKU-1112,4,146.84
2026-09-12,SKU-1114,8,352.24
2026-09-12,SKU-1115,3,103.59
2026-09-12,SKU-1124,8,253.12
2026-09-12,SKU-1127,3,104.01
2026-09-12,SKU-1131,2,66.5
2026-09-12,SKU-1133,7,607.88
2026-09-12,SKU-1133,7,607.88
2026-09-12,SKU-1133,6,521.04
2026-09-12,SKU-1136,1,48.16
2026-09-12,SKU-1139,7,210.77
2026-09-13,SKU-1001,1,34.99
2026-09-13,SKU-1002,2,45.0
2026-09-13,SKU-1007,2,62.4
2026-09-13,SKU-1012,3,66.99
2026-09-13,SKU-1013,2,151.2
2026-09-13,SKU-1013,8,604.8
2026-09-13,SKU-1017,3,85.74
2026-09-13,SKU-1017,2,57.16
2026-09-13,SKU-1020,4,306.6
2026-09-13,SKU-1021,2,62.56
2026-09-13,SKU-1027,7,168.7
2026-09-13,SKU-1027,4,96.4
2026-09-13,SKU-1034,5,226.55
2026-09-13,SKU-1034,2,90.62
2026-09-13,SKU-1036,6,655.86
2026-09-13,SKU-1038,4,189.24
2026-09-13,SKU-1047,6,196.08
2026-09-13,SKU-1047,7,228.76
2026-09-13,SKU-1048,2,166.82
2026-09-13,SKU-1051,1,30.59
2026-09-13,SKU-1059,3,31.53
2026-09-13,SKU-1067,3,111.45
2026-09-13,SKU-1070,6,255.54
2026-09-13,SKU-1071,3,119.31
2026-09-13,SKU-1071,4,159.08
2026-09-13,SKU-1078,1,35.33
2026-09-13,SKU-1086,4,151.56
2026-09-13,SKU-1089,1,22.52
2026-09-13,SKU-1096,8,273.28
2026-09-13,SKU-1099,8,94.24
2026-09-13,SKU-1109,5,98.05
2026-09-13,SKU-1112,5,183.55
2026-09-13,SKU-1114,4,176.12
2026-09-13,SKU-1117,2,46.78
2026-09-13,SKU-1117,1,23.39
2026-09-13,SKU-1124,5,158.2
2026-09-13,SKU-1126,2,237.58
2026-09-13,SKU-1129,5,147.45
2026-09-13,SKU-1133,3,260.52
2026-09-13,SKU-1135,1,62.12
2026-09-13,SKU-1141,6,316.5
2026-09-13,SKU-1142,1,22.88
2026-09-13,SKU-1149,3,87.87
2026-09-14,SKU-1007,5,156.0
2026-09-14,SKU-1008,3,193.5
2026-09-14,SKU-1015,1,49.69
2026-09-14,SKU-1016,4,374.56
2026-09-14,SKU-1020,5,383.25
2026-09-14,SKU-1020,8,613.2
2026-09-14,SKU-1020,7,536.55
2026-09-14,SKU-1021,3,93.84
2026-09-14,SKU-1024,8,180.4
2026-09-14,SKU-1025,1,61.64
2026-09-14,SKU-1030,5,217.7
2026-09-14,SKU-1030,8,348.32
2026-09-14,SKU-1036,2,218.62
2026-09-14,SKU-1036,7,765.17
2026-09-14,SKU-1048,3,250.23
2026-09-14,SKU-1066,1,70.74
2026-09-14,SKU-1068,1,65.74
2026-09-14,SKU-1071,1,39.77
2026-09-14,SKU-1072,3,106.38
2026-09-14,SKU-1072,1,35.46
2026-09-14,SKU-1086,2,75.78
2026-09-14,SKU-1089,3,67.56
2026-09-14,SKU-1090,4,108.88
2026-09-14,SKU-1096,8,273.28
2026-09-14,SKU-1097,1,32.36
2026-09-14,SKU-1100,1,36.94
2026-09-14,SKU-1105,1,34.22
2026-09-14,SKU-1109,4,78.44
2026-09-14,SKU-1110,5,269.4
2026-09-14,SKU-1114,5,220.15
2026-09-14,SKU-1114,4,176.12
2026-09-14,SKU-1118,1,79.95
2026-09-14,SKU-1129,6,176.94
2026-09-14,SKU-1141,3,158.25
2026-09-15,SKU-1005,2,55.5
2026-09-15,SKU-1005,4,111.0
2026-09-15,SKU-1007,3,93.6
2026-09-15,SKU-1008,3,193.5
2026-09-15,SKU-1008,6,387.0
2026-09-15,SKU-1016,1,93.64
2026-09-15,SKU-1017,2,57.16
2026-09-15,SKU-1036,7,765.17
2026-09-15,SKU-1039,2,67.98
2026-09-15,SKU-1041,5,189.7
2026-09-15,SKU-1044,6,91.62
2026-09-15,SKU-1046,5,353.2
2026-09-15,SKU-1051,4,122.36
2026-09-15,SKU-1057,3,93.3
2026-09-15,SKU-1058,3,241.56
2026-09-15,SKU-1058,5,402.6
2026-09-15,SKU-1062,2,33.82
2026-09-15,SKU-1065,1,29.6
2026-09-15,SKU-1075,3,140.4
2026-09-15,SKU-1086,4,151.56
2026-09-15,SKU-1091,3,97.35
2026-09-15,SKU-1092,2,47.4
2026-09-15,SKU-1096,3,102.48
2026-09-15,SKU-1106,1,58.3
2026-09-15,SKU-1113,4,299.2
2026-09-15,SKU-1119,2,42.02
2026-09-15,SKU-1124,2,63.28
2026-09-15,SKU-1124,7,221.48
2026-09-15,SKU-1126,3,356.37
2026-09-15,SKU-1133,4,347.36
2026-09-15,SKU-1135,5,310.6
2026-09-15,SKU-1137,3,116.94
2026-09-15,SKU-1139,6,180.66
2026-09-15,SKU-1144,3,73.32
2026-09-15,SKU-1145,3,149.67
2026-09-16,SKU-1002,8,180.0
2026-09-16,SKU-1009,4,57.0
2026-09-16,SKU-1009,5,71.25
2026-09-16,SKU-1013,7,529.2
2026-09-16,SKU-1013,8,604.8
2026-09-16,SKU-1016,5,468.2
2026-09-16,SKU-1019,3,62.97
2026-09-16,SKU-1020,3,229.95
2026-09-16,SKU-1024,8,180.4
2026-09-16,SKU-1029,3,79.59
2026-09-16,SKU-1031,2,105.32
2026-09-16,SKU-1037,2,43.82
2026-09-16,SKU-1038,8,378.48
2026-09-16,SKU-1041,4,151.76
2026-09-16,SKU-1042,8,356.24
2026-09-16,SKU-1043,2,189.68
2026-09-16,SKU-1046,4,282.56
2026-09-16,SKU-1055,1,35.73
2026-09-16,SKU-1060,4,278.96
2026-09-16,SKU-1062,2,33.82
2026-09-16,SKU-1063,1,93.68
2026-09-16,SKU-1067,5,185.75
2026-09-16,SKU-1070,8,340.72
2026-09-16,SKU-1078,2,70.66
2026-09-16,SKU-1087,3,118.23
2026-09-16,SKU-1088,1,76.68
2026-09-16,SKU-1092,1,23.7
2026-09-16,SKU-1093,1,94.73
2026-09-16,SKU-1099,8,94.24
2026-09-16,SKU-1114,7,308.21
2026-09-16,SKU-1114,7,308.21
2026-09-16,SKU-1114,8,352.24
2026-09-16,SKU-1117,2,46.78
2026-09-16,SKU-1117,1,23.39
2026-09-16,SKU-1126,1,118.79
2026-09-16,SKU-1138,2,96.1
2026-09-16,SKU-1138,3,144.15
2026-09-16,SKU-1139,6,180.66
2026-09-16,SKU-1147,4,143.4
2026-09-17,SKU-1002,7,157.5
2026-09-17,SKU-1004,2,39.98
2026-09-17,SKU-1006,3,267.0
2026-09-17,SKU-1015,2,99.38
2026-09-17,SKU-1023,1,42.49
2026-09-17,SKU-1027,2,48.2
2026-09-17,SKU-1027,2,48.2
2026-09-17,SKU-1034,3,135.93
2026-09-17,SKU-1038,7,331.17
2026-09-17,SKU-1038,4,189.24
2026-09-17,SKU-1039,4,135.96
2026-09-17,SKU-1044,6,91.62
2026-09-17,SKU-1044,3,45.81
2026-09-17,SKU-1062,3,50.73
2026-09-17,SKU-1065,4,118.4
2026-09-17,SKU-1067,2,74.3
2026-09-17,SKU-1068,1,65.74
2026-09-17,SKU-1069,3,65.22
2026-09-17,SKU-1070,8,340.72
2026-09-17,SKU-1076,1,85.68
2026-09-17,SKU-1086,1,37.89
2026-09-17,SKU-1104,3,58.05
2026-09-17,SKU-1108,2,169.82
2026-09-17,SKU-1116,2,125.26
2026-09-17,SKU-1121,3,83.07
2026-09-17,SKU-1129,2,58.98
2026-09-17,SKU-1129,8,235.92
2026-09-17,SKU-1133,3,260.52
2026-09-17,SKU-1134,3,53.19
2026-09-17,SKU-1138,5,240.25
2026-09-17,SKU-1139,5,150.55
2026-09-17,SKU-1141,4,211.0
2026-09-17,SKU-1142,3,68.64
2026-09-17,SKU-1142,4,91.52
2026-09-17,SKU-1148,5,371.8
2026-09-18,SKU-1001,3,104.97
2026-09-18,SKU-1002,3,67.5
2026-09-18,SKU-1003,3,174.0
2026-09-18,SKU-1009,4,57.0
2026-09-18,SKU-1013,6,453.6
2026-09-18,SKU-1017,3,85.74
2026-09-18,SKU-1023,5,212.45
2026-09-18,SKU-1024,4,90.2
2026-09-18,SKU-1030,3,130.62
2026-09-18,SKU-1030,7,304.78
2026-09-18,SKU-1035,1,53.49
2026-09-18,SKU-1036,6,655.86
2026-09-18,SKU-1036,6,655.86
2026-09-18,SKU-1039,4,135.96
2026-09-18,SKU-1042,2,89.06
2026-09-18,SKU-1046,4,282.56
2026-09-18,SKU-1047,3,98.04
2026-09-18,SKU-1047,4,130.72
2026-09-18,SKU-1049,2,55.38
2026-09-18,SKU-1054,3,90.84
2026-09-18,SKU-1056,2,96.18
2026-09-18,SKU-1063,5,468.4
2026-09-18,SKU-1068,5,328.7
2026-09-18,SKU-1073,1,36.88
2026-09-18,SKU-1090,5,136.1
2026-09-18,SKU-1092,1,23.7
2026-09-18,SKU-1099,8,94.24
2026-09-18,SKU-1110,5,269.4
2026-09-18,SKU-1112,2,73.42
2026-09-18,SKU-1113,5,374.0
2026-09-18,SKU-1119,5,105.05
2026-09-18,SKU-1129,7,206.43
2026-09-18,SKU-1135,2,124.24
2026-09-18,SKU-1136,1,48.16
2026-09-19,SKU-1013,5,378.0
2026-09-19,SKU-1014,2,26.14
2026-09-19,SKU-1030,2,87.08
2026-09-19,SKU-1035,5,267.45
2026-09-19,SKU-1039,4,135.96
2026-09-19,SKU-1042,6,267.18
2026-09-19,SKU-1042,6,267.18
2026-09-19,SKU-1047,3,98.04
2026-09-19,SKU-1048,1,83.41
2026-09-19,SKU-1051,3,91.77
2026-09-19,SKU-1053,1,50.8
2026-09-19,SKU-1053,3,152.4
2026-09-19,SKU-1055,2,71.46
2026-09-19,SKU-1056,2,96.18
2026-09-19,SKU-1059,2,21.02
2026-09-19,SKU-1065,3,88.8
2026-09-19,SKU-1070,3,127.77
2026-09-19,SKU-1070,2,85.18
2026-09-19,SKU-1081,2,65.8
2026-09-19,SKU-1082,3,53.16
2026-09-19,SKU-1088,5,383.4
2026-09-19,SKU-1101,2,78.16
2026-09-19,SKU-1103,1,68.91
2026-09-19,SKU-1107,3,126.6
2026-09-19,SKU-1111,1,54.53
2026-09-19,SKU-1119,1,21.01
2026-09-19,SKU-1124,8,253.12
2026-09-19,SKU-1124,2,63.28
2026-09-19,SKU-1133,2,173.68
2026-09-19,SKU-1139,4,120.44
2026-09-19,SKU-1139,6,180.66
2026-09-19,SKU-1141,7,369.25
2026-09-20,SKU-1013,2,151.2
2026-09-20,SKU-1017,3,85.74
2026-09-20,SKU-1018,4,121.44
2026-09-20,SKU-1018,3,91.08
2026-09-20,SKU-1020,5,383.25
2026-09-20,SKU-1024,2,45.1
2026-09-20,SKU-1027,4,96.4
2026-09-20,SKU-1030,4,174.16
2026-09-20,SKU-1032,1,35.59
2026-09-20,SKU-1036,5,546.55
2026-09-20,SKU-1038,6,283.86
2026-09-20,SKU-1041,5,189.7
2026-09-20,SKU-1053,3,152.4
2026-09-20,SKU-1058,3,241.56
2026-09-20,SKU-1070,8,340.72
2026-09-20,SKU-1070,8,340.72
2026-09-20,SKU-1073,1,36.88
2026-09-20,SKU-1073,5,184.4
2026-09-20,SKU-1083,2,123.84
2026-09-20,SKU-1088,3,230.04
2026-09-20,SKU-1091,5,162.25
2026-09-20,SKU-1093,1,94.73
2026-09-20,SKU-1093,4,378.92
2026-09-20,SKU-1094,3,88.56
2026-09-20,SKU-1094,4,118.08
2026-09-20,SKU-1096,3,102.48
2026-09-20,SKU-1099,5,58.9
2026-09-20,SKU-1099,3,35.34
2026-09-20,SKU-1101,1,39.08
2026-09-20,SKU-1101,5,195.4
2026-09-20,SKU-1110,1,53.88
2026-09-20,SKU-1112,1,36.71
2026-09-20,SKU-1115,5,172.65
2026-09-20,SKU-1124,5,158.2
2026-09-20,SKU-1124,3,94.92
2026-09-20,SKU-1133,7,607.88
2026-09-20,SKU-1141,5,263.75
2026-09-20,SKU-1142,3,68.64
2026-09-20,SKU-1146,1,118.85
2026-09-21,SKU-1002,8,180.0
2026-09-21,SKU-1009,5,71.25
2026-09-21,SKU-1009,4,57.0
2026-09-21,SKU-1015,3,149.07
2026-09-21,SKU-1020,8,613.2
2026-09-21,SKU-1023,5,212.45
2026-09-21,SKU-1027,5,120.5
2026-09-21,SKU-1027,4,96.4
2026-09-21,SKU-1030,3,130.62
2026-09-21,SKU-1036,6,655.86
2026-09-21,SKU-1041,3,113.82
2026-09-21,SKU-1042,2,89.06
2026-09-21,SKU-1044,2,30.54
2026-09-21,SKU-1054,3,90.84
2026-09-21,SKU-1055,1,35.73
2026-09-21,SKU-1060,1,69.74
2026-09-21,SKU-1065,5,148.0
2026-09-21,SKU-1065,2,59.2
2026-09-21,SKU-1080,2,122.08
2026-09-21,SKU-1086,1,37.89
2026-09-21,SKU-1089,1,22.52
2026-09-21,SKU-1092,4,94.8
2026-09-21,SKU-1092,4,94.8
2026-09-21,SKU-1096,6,204.96
2026-09-21,SKU-1097,1,32.36
2026-09-21,SKU-1101,3,117.24
2026-09-21,SKU-1119,3,63.03
2026-09-21,SKU-1134,3,53.19
2026-09-21,SKU-1137,5,194.9
2026-09-21,SKU-1141,4,211.0
2026-09-21,SKU-1141,7,369.25
2026-09-21,SKU-1142,5,114.4
2026-09-22,SKU-1002,6,135.0
2026-09-22,SKU-1034,4,181.24
2026-09-22,SKU-1039,5,169.95
2026-09-22,SKU-1046,3,211.92
2026-09-22,SKU-1046,4,282.56
2026-09-22,SKU-1051,1,30.59
2026-09-22,SKU-1053,2,101.6
2026-09-22,SKU-1059,2,21.02
2026-09-22,SKU-1060,5,348.7
2026-09-22,SKU-1061,3,80.73
2026-09-22,SKU-1070,7,298.13
2026-09-22,SKU-1071,5,198.85
2026-09-22,SKU-1084,2,57.3
2026-09-22,SKU-1093,5,473.65
2026-09-22,SKU-1099,6,70.68
2026-09-22,SKU-1102,3,105.18
2026-09-22,SKU-1104,2,38.7
2026-09-22,SKU-1105,2,68.44
2026-09-22,SKU-1109,2,39.22
2026-09-22,SKU-1114,6,264.18
2026-09-22,SKU-1118,2,159.9
2026-09-22,SKU-1126,5,593.95
2026-09-22,SKU-1129,7,206.43
2026-09-22,SKU-1129,2,58.98
2026-09-22,SKU-1132,1,25.29
2026-09-22,SKU-1133,7,607.88
2026-09-22,SKU-1137,3,116.94
2026-09-22,SKU-1139,2,60.22
2026-09-22,SKU-1141,6,316.5
2026-09-22,SKU-1142,4,91.52
2026-09-22,SKU-1142,2,45.76
2026-09-23,SKU-1004,1,19.99
2026-09-23,SKU-1007,1,31.2
2026-09-23,SKU-1013,6,453.6
2026-09-23,SKU-1015,1,49.69
2026-09-23,SKU-1016,5,468.2
2026-09-23,SKU-1016,4,374.56
2026-09-23,SKU-1018,1,30.36
2026-09-23,SKU-1035,1,53.49
2026-09-23,SKU-1036,5,546.55
2026-09-23,SKU-1036,3,327.93
2026-09-23,SKU-1044,5,76.35
2026-09-23,SKU-1047,3,98.04
2026-09-23,SKU-1047,6,196.08
2026-09-23,SKU-1047,7,228.76
2026-09-23,SKU-1051,3,91.77
2026-09-23,SKU-1052,1,29.43
2026-09-23,SKU-1069,4,86.96
2026-09-23,SKU-1070,3,127.77
2026-09-23,SKU-1070,7,298.13
2026-09-23,SKU-1073,3,110.64
2026-09-23,SKU-1086,3,113.67
2026-09-23,SKU-1090,2,54.44
2026-09-23,SKU-1091,1,32.45
2026-09-23,SKU-1093,1,94.73
2026-09-23,SKU-1094,3,88.56
2026-09-23,SKU-1096,7,239.12
2026-09-23,SKU-1099,8,94.24
2026-09-23,SKU-1112,5,183.55
2026-09-23,SKU-1113,2,149.6
2026-09-23,SKU-1114,7,308.21
2026-09-23,SKU-1114,3,132.09
2026-09-23,SKU-1115,1,34.53
2026-09-23,SKU-1116,3,187.89
2026-09-23,SKU-1139,5,150.55
2026-09-23,SKU-1139,3,90.33
2026-09-23,SKU-1141,3,158.25
2026-09-23,SKU-1148,5,371.8
2026-09-24,SKU-1006,3,267.0
2026-09-24,SKU-1008,5,322.5
2026-09-24,SKU-1011,3,124.98
2026-09-24,SKU-1012,1,22.33
2026-09-24,SKU-1013,6,453.6
2026-09-24,SKU-1013,4,302.4
2026-09-24,SKU-1018,1,30.36
2026-09-24,SKU-1024,8,180.4
2026-09-24,SKU-1027,4,96.4
2026-09-24,SKU-1030,5,217.7
2026-09-24,SKU-1038,2,94.62
2026-09-24,SKU-1038,6,283.86
2026-09-24,SKU-1047,6,196.08
2026-09-24,SKU-1048,3,250.23
2026-09-24,SKU-1049,4,110.76
2026-09-24,SKU-1055,3,107.19
2026-09-24,SKU-1058,3,241.56
2026-09-24,SKU-1062,5,84.55
2026-09-24,SKU-1063,1,93.68
2026-09-24,SKU-1067,2,74.3
2026-09-24,SKU-1070,3,127.77
2026-09-24,SKU-1081,1,32.9
2026-09-24,SKU-1107,1,42.2
2026-09-24,SKU-1117,3,70.17
2026-09-24,SKU-1124,6,189.84
2026-09-24,SKU-1124,8,253.12
2026-09-24,SKU-1126,4,475.16
2026-09-24,SKU-1133,2,173.68
2026-09-24,SKU-1133,4,347.36
2026-09-24,SKU-1145,3,149.67
2026-09-24,SKU-1148,2,148.72
2026-09-25,SKU-1002,7,157.5
2026-09-25,SKU-1005,2,55.5
2026-09-25,SKU-1008,5,322.5
2026-09-25,SKU-1010,3,126.0
2026-09-25,SKU-1019,2,41.98
2026-09-25,SKU-1020,2,153.3
2026-09-25,SKU-1021,3,93.84
2026-09-25,SKU-1022,1,41.44
2026-09-25,SKU-1024,3,67.65
2026-09-25,SKU-1024,8,180.4
2026-09-25,SKU-1027,5,120.5
2026-09-25,SKU-1030,6,261.24
2026-09-25,SKU-1034,3,135.93
2026-09-25,SKU-1036,5,546.55
2026-09-25,SKU-1039,5,169.95
2026-09-25,SKU-1044,8,122.16
2026-09-25,SKU-1046,3,211.92
2026-09-25,SKU-1047,5,163.4
2026-09-25,SKU-1053,2,101.6
2026-09-25,SKU-1060,5,348.7
2026-09-25,SKU-1062,2,33.82
2026-09-25,SKU-1068,1,65.74
2026-09-25,SKU-1068,5,328.7
2026-09-25,SKU-1074,3,61.71
2026-09-25,SKU-1075,1,46.8
2026-09-25,SKU-1088,5,383.4
2026-09-25,SKU-1096,4,136.64
2026-09-25,SKU-1124,7,221.48
2026-09-25,SKU-1129,8,235.92
2026-09-25,SKU-1129,3,88.47
2026-09-25,SKU-1130,3,233.07
2026-09-25,SKU-1133,2,173.68
2026-09-25,SKU-1138,5,240.25
2026-09-25,SKU-1144,4,97.76
2026-09-25,SKU-1148,4,297.44
2026-09-25,SKU-1150,2,95.44
